Bytes Used	Count		Symbol Name
  12.63 MB       2.1%	156	 	                                  [J]forge.assets.Assets$MemoryTrackingAssetManager.finishLoadingAsset(Ljava/lang/String;)Ljava/lang/Object;
  12.63 MB       2.1%	156	 	                                   [J]com.badlogic.gdx.assets.AssetManager.finishLoadingAsset(Ljava/lang/String;)Ljava/lang/Object;
  12.63 MB       2.1%	156	 	                                    [j]com.badlogic.gdx.assets.AssetManager.update()Z[synchronized]
  12.63 MB       2.1%	156	 	                                     [J]com.badlogic.gdx.assets.AssetManager.update()Z
  12.63 MB       2.1%	156	 	                                      [J]com.badlogic.gdx.assets.AssetManager.updateTask()Z
  12.63 MB       2.1%	156	 	                                       [J]com.badlogic.gdx.assets.AssetLoadingTask.update()Z
  12.63 MB       2.1%	156	 	                                        [J]com.badlogic.gdx.assets.AssetLoadingTask.handleAsyncLoader()V
  12.63 MB       2.1%	156	 	                                         [J]com.badlogic.gdx.assets.loaders.TextureLoader.loadSync(Lcom/badlogic/gdx/assets/AssetManager;Ljava/lang/String;Lcom/badlogic/gdx/files/FileHandle;Lcom/badlogic/gdx/assets/AssetLoaderParameters;)Ljava/lang/Object;
  12.63 MB       2.1%	156	 	                                          [J]com.badlogic.gdx.assets.loaders.TextureLoader.loadSync(Lcom/badlogic/gdx/assets/AssetManager;Ljava/lang/String;Lcom/badlogic/gdx/files/FileHandle;Lcom/badlogic/gdx/assets/loaders/TextureLoader$TextureParameter;)Lcom/badlogic/gdx/graphics/Texture;
  12.63 MB       2.1%	156	 	                                           [J]com.badlogic.gdx.graphics.Texture.<init>(Lcom/badlogic/gdx/graphics/TextureData;)V
  12.63 MB       2.1%	156	 	                                            [J]com.badlogic.gdx.graphics.Texture.<init>(IILcom/badlogic/gdx/graphics/TextureData;)V
  12.63 MB       2.1%	156	 	                                             [J]com.badlogic.gdx.graphics.Texture.load(Lcom/badlogic/gdx/graphics/TextureData;)V
  12.60 MB       2.1%	104	 	                                              [j]com.badlogic.gdx.graphics.GLTexture.uploadImageData(ILcom/badlogic/gdx/graphics/TextureData;)V[clinit]
  12.60 MB       2.1%	104	 	                                               [J]com.badlogic.gdx.graphics.GLTexture.uploadImageData(ILcom/badlogic/gdx/graphics/TextureData;)V
  12.60 MB       2.1%	104	 	                                                [J]com.badlogic.gdx.graphics.GLTexture.uploadImageData(ILcom/badlogic/gdx/graphics/TextureData;I)V
  12.60 MB       2.1%	104	 	                                                 [J]com.badlogic.gdx.backends.iosrobovm.IOSGLES20.glTexImage2D(IIIIIIIILjava/nio/Buffer;)V
  12.60 MB       2.1%	104	 	                                                  [J]com.badlogic.gdx.backends.iosrobovm.IOSGLES20.glTexImage2DJNI(IIIIIIIILjava/nio/Buffer;)V
  12.60 MB       2.1%	104	 	                                                   Java_com_badlogic_gdx_backends_iosrobovm_IOSGLES20_glTexImage2DJNI
  12.60 MB       2.1%	104	 	                                                    Java_com_badlogic_gdx_backends_iosrobovm_IOSGLES20_glTexImage2DJNI__IIIIIIIILjava_nio_Buffer_2
  12.60 MB       2.1%	104	 	                                                     glTexImage2D
  12.60 MB       2.1%	104	 	                                                      glTexImage2D_Exec
  12.60 MB       2.1%	104	 	                                                       gldModifyTexSubImage
  12.60 MB       2.1%	104	 	                                                        GLDTextureRec::load()
  12.60 MB       2.1%	104	 	                                                         GLDTextureRec::update(unsigned int, unsigned short*)
  12.60 MB       2.1%	78	 	                                                          GLDTextureRec::loadPrivateTexture(unsigned int, unsigned short*)
  12.60 MB       2.1%	78	 	                                                           GLDTextureRec::allocMetalTexture()
  12.59 MB       2.1%	52	 	                                                            -[AGXTexture initWithDevice:desc:isSuballocDisabled:]
  12.56 MB       2.1%	26	 	                                                             -[IOGPUMetalTexture initWithDevice:descriptor:sysMemSize:sysMemRowBytes:vidMemSize:vidMemRowBytes:args:argsSize:]
  12.56 MB       2.1%	26	 	                                                              -[IOGPUMetalResource initWithDevice:options:args:argsSize:]
  12.56 MB       2.1%	26	 	                                                               IOGPUResourceCreate
 193.60 MB      33.6%	14343	 	                          -[GLKView _display:]
 189.67 MB      32.9%	14312	 	                           0x10354a330
 189.67 MB      32.9%	14312	 	                            0x10354a1f4
 189.67 MB      32.9%	14312	 	                             [J]com.badlogic.gdx.backends.iosrobovm.IOSGraphics$1.$cb$drawRect$(Lcom/badlogic/gdx/backends/iosrobovm/IOSGraphics$1;Lorg/robovm/objc/Selector;Lorg/robovm/apple/coregraphics/CGRect;)V
 189.67 MB      32.9%	14312	 	                              [J]com.badlogic.gdx.backends.iosrobovm.IOSGraphics$1.draw(Lorg/robovm/apple/coregraphics/CGRect;)V
 189.67 MB      32.9%	14312	 	                               [J]com.badlogic.gdx.backends.iosrobovm.IOSGraphics.draw(Lorg/robovm/apple/glkit/GLKView;Lorg/robovm/apple/coregraphics/CGRect;)V
 184.75 MB      32.0%	14284	 	                                [J]forge.Forge.render()V
 160.32 MB      27.8%	5679	 	                                 [J]forge.screens.FScreen.draw(Lforge/Graphics;)V
 160.32 MB      27.8%	5679	 	                                  [J]forge.toolbox.FContainer.draw(Lforge/Graphics;)V
 157.99 MB      27.4%	5622	 	                                   [J]forge.Graphics.draw(Lforge/toolbox/FDisplayObject;)V
