Bytes Used	Count		Symbol Name
  25.84 MB       4.1%	145	 	                                                           [J]com.badlogic.gdx.assets.loaders.TextureLoader.loadSync(Lcom/badlogic/gdx/assets/AssetManager;Ljava/lang/String;Lcom/badlogic/gdx/files/FileHandle;Lcom/badlogic/gdx/assets/AssetLoaderParameters;)Ljava/lang/Object;
  25.84 MB       4.1%	145	 	                                                            [J]com.badlogic.gdx.assets.loaders.TextureLoader.loadSync(Lcom/badlogic/gdx/assets/AssetManager;Ljava/lang/String;Lcom/badlogic/gdx/files/FileHandle;Lcom/badlogic/gdx/assets/loaders/TextureLoader$TextureParameter;)Lcom/badlogic/gdx/graphics/Texture;
  25.84 MB       4.1%	145	 	                                                             [J]com.badlogic.gdx.graphics.Texture.<init>(Lcom/badlogic/gdx/graphics/TextureData;)V
  25.84 MB       4.1%	145	 	                                                              [J]com.badlogic.gdx.graphics.Texture.<init>(IILcom/badlogic/gdx/graphics/TextureData;)V
  25.84 MB       4.1%	145	 	                                                               [J]com.badlogic.gdx.graphics.Texture.load(Lcom/badlogic/gdx/graphics/TextureData;)V
  25.82 MB       4.1%	101	 	                                                                [j]com.badlogic.gdx.graphics.GLTexture.uploadImageData(ILcom/badlogic/gdx/graphics/TextureData;)V[clinit]
  25.82 MB       4.1%	101	 	                                                                 [J]com.badlogic.gdx.graphics.GLTexture.uploadImageData(ILcom/badlogic/gdx/graphics/TextureData;)V
  25.82 MB       4.1%	101	 	                                                                  [J]com.badlogic.gdx.graphics.GLTexture.uploadImageData(ILcom/badlogic/gdx/graphics/TextureData;I)V
  25.82 MB       4.1%	101	 	                                                                   [J]com.badlogic.gdx.backends.iosrobovm.IOSGLES20.glTexImage2D(IIIIIIIILjava/nio/Buffer;)V
  25.82 MB       4.1%	101	 	                                                                    [J]com.badlogic.gdx.backends.iosrobovm.IOSGLES20.glTexImage2DJNI(IIIIIIIILjava/nio/Buffer;)V
  25.82 MB       4.1%	101	 	                                                                     Java_com_badlogic_gdx_backends_iosrobovm_IOSGLES20_glTexImage2DJNI
  25.82 MB       4.1%	101	 	                                                                      Java_com_badlogic_gdx_backends_iosrobovm_IOSGLES20_glTexImage2DJNI__IIIIIIIILjava_nio_Buffer_2
  25.82 MB       4.1%	101	 	                                                                       glTexImage2D
  25.82 MB       4.1%	101	 	                                                                        glTexImage2D_Exec
  15.33 MB       2.4%	90	 	                                                                         gldModifyTexSubImage
  15.33 MB       2.4%	90	 	                                                                          GLDTextureRec::load()
  15.33 MB       2.4%	90	 	                                                                           GLDTextureRec::update(unsigned int, unsigned short*)
  15.33 MB       2.4%	68	 	                                                                            GLDTextureRec::loadPrivateTexture(unsigned int, unsigned short*)
  15.33 MB       2.4%	68	 	                                                                             GLDTextureRec::allocMetalTexture()
  15.32 MB       2.4%	46	 	                                                                              -[AGXTexture initWithDevice:desc:isSuballocDisabled:]
  15.30 MB       2.4%	22	 	                                                                               -[IOGPUMetalTexture initWithDevice:descriptor:sysMemSize:sysMemRowBytes:vidMemSize:vidMemRowBytes:args:argsSize:]
  15.30 MB       2.4%	22	 	                                                                                -[IOGPUMetalResource initWithDevice:options:args:argsSize:]
  15.30 MB       2.4%	22	 	                                                                                 IOGPUResourceCreate
  10.48 MB       1.6%	11	 	                                                                         gfxAllocateTextureLevel
  10.48 MB       1.6%	11	 	                                                                          _malloc_type_malloc_outlined
   7.15 MB       1.1%	952	 	                                                [j]forge.card.CardImageRenderer.drawCardImage(Lforge/Graphics;Lforge/game/card/CardView;ZFFFFLforge/card/CardRenderer$CardStackPosition;ZZ)V[clinit]
   7.15 MB       1.1%	952	 	                                                 [J]forge.card.CardImageRenderer.drawCardImage(Lforge/Graphics;Lforge/game/card/CardView;ZFFFFLforge/card/CardRenderer$CardStackPosition;ZZ)V
   7.15 MB       1.1%	952	 	                                                  [J]forge.card.CardImageRenderer.drawCardImage(Lforge/Graphics;Lforge/game/card/CardView;ZFFFFLforge/card/CardRenderer$CardStackPosition;ZZZZZ)V
   8.58 MB       1.3%	80	 	                                 [J]com.badlogic.gdx.backends.iosrobovm.IOSGLES20.glClear(I)V
   8.58 MB       1.3%	80	 	                                  Java_com_badlogic_gdx_backends_iosrobovm_IOSGLES20_glClear
   8.58 MB       1.3%	80	 	                                   Java_com_badlogic_gdx_backends_iosrobovm_IOSGLES20_glClear__I
   8.58 MB       1.3%	80	 	                                    glClear_Exec
   8.58 MB       1.3%	80	 	                                     gldClearFramebufferData
   7.85 MB       1.2%	40	 	                                      GLDContextRec::addRenderPassResources()
   7.85 MB       1.2%	40	 	                                       GLDTextureRec::getTextureResource(unsigned int)
   7.85 MB       1.2%	30	 	                                        GLDTextureRec::ensureResource()
   7.85 MB       1.2%	30	 	                                         gliGetNewIOSurfaceES
   7.85 MB       1.2%	30	 	                                          native_window_begin_iosurface(_EAGLNativeWindowObject*)
   7.85 MB       1.2%	28	 	                                           allocate_buffer(unsigned int, unsigned int, unsigned int, unsigned int, _CAImageQueue*)
   7.84 MB       1.2%	6	 	                                            CA::Render::create_iosurface_with_pixel_format(unsigned int, unsigned int, unsigned int, unsigned int, unsigned long long, __CFString const*)
   7.84 MB       1.2%	6	 	                                             CA::SurfaceUtil::CAIOSurfaceCreate(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned int, unsigned long long, CA::SurfaceUtil::SurfaceAlignment, __CFString const*)
   7.84 MB       1.2%	6	 	                                              IOSurfaceCreate
   7.84 MB       1.2%	4	 	                                               -[IOSurface initWithProperties:]
   7.84 MB       1.2%	4	 	                                                IOSurfaceClientCreateChild
  49.25 MB       7.9%	10477	 	                   BSServiceMainRunLoopSourceHandler
  49.25 MB       7.9%	10476	 	                    __BSSERVICEMAINRUNLOOPQUEUE_IS_CALLING_OUT_TO_A_BLOCK__
  49.25 MB       7.9%	10476	 	                     _dispatch_block_invoke_direct
  49.25 MB       7.9%	10476	 	                      _dispatch_client_callout
  49.14 MB       7.9%	9910	 	                       -[FBSWorkspace _calloutQueue_executeCalloutFromSource:withBlock:]
  49.08 MB       7.9%	9422	 	                        __92-[FBSWorkspaceScenesClient createSceneWithIdentity:parameters:transitionContext:completion:]_block_invoke_2
  49.08 MB       7.9%	9422	 	                         -[FBSWorkspaceScenesClient _callOutQueue_sendDidCreateForScene:transitionContext:completion:]
  49.08 MB       7.9%	9404	 	                          -[FBSWorkspace _calloutQueue_executeCalloutFromSource:withBlock:]
  49.08 MB       7.9%	9403	 	                           __93-[FBSWorkspaceScenesClient _callOutQueue_sendDidCreateForScene:transitionContext:completion:]_block_invoke.349
  49.08 MB       7.9%	9402	 	                            -[FBSScene _callOutQueue_didCreateWithTransitionContext:alternativeCreationCallout:completion:]
  49.08 MB       7.9%	9402	 	                             -[FBSScene _callOutQueue_maybeCoalesceClientSettingsUpdates:]
  49.08 MB       7.9%	9400	 	                              __95-[FBSScene _callOutQueue_didCreateWithTransitionContext:alternativeCreationCallout:completion:]_block_invoke
  49.07 MB       7.9%	9227	 	                               -[UIApplicationSceneClientAgent scene:didInitializeWithEvent:completion:]
  49.07 MB       7.9%	9227	 	                                -[UIApplication workspace:didCreateScene:withTransitionContext:completion:]
  49.02 MB       7.9%	8562	 	                                 -[UIScene scene:didUpdateWithDiff:transitionContext:completion:]
  49.02 MB       7.9%	8558	 	                                  -[UIScene _emitSceneSettingsUpdateResponseForCompletion:afterSceneUpdateWork:]
  49.02 MB       7.9%	8536	 	                                   __64-[UIScene scene:didUpdateWithDiff:transitionContext:completion:]_block_invoke.218
  49.01 MB       7.9%	8342	 	                                    -[_UIWindowSceneFBSSceneTransitionContextDrivenLifecycleSettingsDiffAction _performActionsForUIScene:withUpdatedFBSScene:settingsDiff:fromSettings:transitionContext:lifecycleActionType:]
  49.01 MB       7.9%	8324	 	                                     _UISceneSettingsDiffActionPerformChangesWithTransitionContextAndCompletion
  49.01 MB       7.9%	8320	 	                                      +[BSAnimationSettings(UIKit) tryAnimatingWithSettings:fromCurrentState:actions:completion:]
  49.01 MB       7.9%	8320	 	                                       __186-[_UIWindowSceneFBSSceneTransitionContextDrivenLifecycleSettingsDiffAction _performActionsForUIScene:withUpdatedFBSScene:settingsDiff:fromSettings:transitionContext:lifecycleActionType:]_block_invoke
  49.01 MB       7.9%	8282	 	                                        -[_UISceneLifecycleMultiplexer uiScene:transitionedFromState:withTransitionContext:]
  49.00 MB       7.9%	8277	 	                                         -[_UISceneLifecycleMultiplexer _evalTransitionToSettings:fromSettings:forceExit:withTransitionStore:]
  49.00 MB       7.9%	8277	 	                                          -[_UISceneLifecycleMultiplexer _performBlock:withApplicationOfDeactivationReasons:fromReasons:]
  49.00 MB       7.9%	8276	 	                                           __101-[_UISceneLifecycleMultiplexer _evalTransitionToSettings:fromSettings:forceExit:withTransitionStore:]_block_invoke
  49.00 MB       7.9%	8221	 	                                            _UIScenePerformActionsWithLifecycleActionMask
